Date,Amount,Rate,Percent
1950-01-03,16.66,0.0,0
1950-01-04,16.85,0.0,1
1950-01-05,16.93,0.0,1
1950-01-06,16.98,0.0,1
1950-01-09,17.08,0.0,1
1950-01-10,17.03,0.0,-1
1950-01-11,17.09,0.0,1
1950-01-12,16.76,0.0,-1
1950-01-13,16.67,0.0,-1
1950-01-16,16.72,0.0,1
1950-01-17,16.86,0.0,1
1950-01-18,16.85,0.0,-1
1950-01-19,16.87,0.0,1
1950-01-20,16.9,0.0,1
1950-01-23,16.92,0.0,1
1950-01-24,16.86,0.0,-1
1950-01-25,16.74,0.0,-1
1950-01-26,16.73,0.0,-1
1950-01-27,16.82,0.0,1
1950-01-30,17.02,0.0,1
1950-01-31,17.05,0.0,1
1950-02-01,17.05,0.0,0
1950-02-02,17.23,0.0,1
1950-02-03,17.29,0.0,1
1950-02-06,17.32,0.0,1
1950-02-07,17.23,0.0,-1
1950-02-08,17.21,0.0,-1
1950-02-09,17.28,0.0,1
1950-02-10,17.24,0.0,-1
1950-02-14,17.06,0.0,-1
1950-02-15,17.06,0.0,0
1950-02-16,16.99,0.0,-1
1950-02-17,17.15,0.0,1
1950-02-20,17.2,0.0,1
1950-02-21,17.17,0.0,-1
1950-02-23,17.21,0.0,1
1950-02-24,17.28,0.0,1
1950-02-27,17.28,0.0,0
1950-02-28,17.22,0.0,-1
1950-03-01,17.24,0.0,1
1950-03-02,17.23,0.0,-1
1950-03-03,17.29,0.0,1
1950-03-06,17.32,0.0,1
1950-03-07,17.2,0.0,-1
1950-03-08,17.19,0.0,-1
1950-03-09,17.07,0.0,-1
1950-03-10,17.09,0.0,1
1950-03-13,17.12,0.0,1
1950-03-14,17.25,0.0,1
1950-03-15,17.45,0.0,1
1950-03-16,17.49,0.0,1
1950-03-17,17.45,0.0,-1
1950-03-20,17.44,0.0,-1
1950-03-21,17.45,0.0,1
1950-03-22,17.55,0.0,1
1950-03-23,17.56,0.0,1
1950-03-24,17.56,0.0,0
1950-03-27,17.46,0.0,-1
1950-03-28,17.53,0.0,1
1950-03-29,17.44,0.0,-1
1950-03-30,17.3,0.0,-1
1950-03-31,17.29,0.0,-1
1950-04-03,17.53,0.0,1
1950-04-04,17.55,0.0,1
1950-04-05,17.63,0.0,1
1950-04-06,17.78,0.0,1
1950-04-10,17.85,0.0,1
1950-04-11,17.75,0.0,-1
1950-04-12,17.94,0.0,1
1950-04-13,17.98,0.0,1
1950-04-14,17.96,0.0,-1
1950-04-17,17.88,0.0,-1
1950-04-18,18.03,0.0,1
1950-04-19,18.05,0.0,1
1950-04-20,17.93,0.0,-1
1950-04-21,17.96,0.0,1
1950-04-24,17.83,0.0,-1
1950-04-25,17.83,0.0,0
1950-04-26,17.76,0.0,-1
1950-04-27,17.86,0.0,1
1950-04-28,17.96,0.0,1
1950-05-01,18.22,0.0,1
1950-05-02,18.11,0.0,-1
1950-05-03,18.27,0.0,1
1950-05-04,18.12,0.0,-1
1950-05-05,18.22,0.0,1
1950-05-08,18.27,0.0,1
1950-05-09,18.27,0.0,0
1950-05-10,18.29,0.0,1
1950-05-11,18.29,0.0,0
1950-05-12,18.18,0.0,-1
1950-05-15,18.26,0.0,1
1950-05-16,18.44,0.0,1
1950-05-17,18.52,0.0,1
1950-05-18,18.56,0.0,1
1950-05-19,18.68,0.0,1
1950-05-22,18.6,0.0,-1
1950-05-23,18.71,0.0,1
1950-05-24,18.69,0.0,-1
1950-05-25,18.69,0.0,0
1950-05-26,18.67,0.0,-1
1950-05-29,18.72,0.0,1
1950-05-31,18.78,0.0,1
1950-06-01,18.77,0.0,-1
1950-06-02,18.79,0.0,1
1950-06-05,18.6,0.0,-1
1950-06-06,18.88,0.0,1
1950-06-07,18.93,0.0,1
1950-06-08,19.14,0.0,1
1950-06-09,19.26,0.0,1
1950-06-12,19.4,0.0,1
1950-06-13,19.25,0.0,-1
1950-06-14,18.98,0.0,-1
1950-06-15,18.93,0.0,-1
1950-06-16,18.97,0.0,1
1950-06-19,18.92,0.0,-1
1950-06-20,18.83,0.0,-1
1950-06-21,19,0.0,1
1950-06-22,19.16,0.0,1
1950-06-23,19.14,0.0,-1
1950-06-26,18.11,0.0,-1
1950-06-27,17.91,0.0,-1
1950-06-28,18.11,0.0,1
1950-06-29,17.44,0.0,-1
1950-06-30,17.69,0.0,1
1950-07-03,17.64,0.0,-1
1950-07-05,17.81,0.0,1
1950-07-06,17.91,0.0,1
1950-07-07,17.67,0.0,-1
1950-07-10,17.59,0.0,-1
1950-07-11,17.32,0.0,-1
1950-07-12,16.87,0.0,-1
1950-07-13,16.69,0.0,-1
1950-07-14,16.87,0.0,1
1950-07-17,16.68,0.0,-1
1950-07-18,17.06,0.0,1
1950-07-19,17.36,0.0,1
1950-07-20,17.61,0.0,1
1950-07-21,17.59,0.0,-1
1950-07-24,17.48,0.0,-1
1950-07-25,17.23,0.0,-1
1950-07-26,17.27,0.0,1
1950-07-27,17.5,0.0,1
1950-07-28,17.69,0.0,1
1950-07-31,17.84,0.0,1
1950-08-01,18.02,0.0,1
1950-08-02,17.95,0.0,-1
1950-08-03,17.99,0.0,1
1950-08-04,18.14,0.0,1
1950-08-07,18.41,0.0,1
1950-08-08,18.46,0.0,1
1950-08-09,18.61,0.0,1
1950-08-10,18.48,0.0,-1
1950-08-11,18.28,0.0,-1
1950-08-14,18.29,0.0,1
1950-08-15,18.32,0.0,1
1950-08-16,18.34,0.0,1
1950-08-17,18.54,0.0,1
1950-08-18,18.68,0.0,1
1950-08-21,18.7,0.0,1
1950-08-22,18.68,0.0,-1
1950-08-23,18.82,0.0,1
1950-08-24,18.79,0.0,-1
1950-08-25,18.54,0.0,-1
1950-08-28,18.53,0.0,-1
1950-08-29,18.54,0.0,1
1950-08-30,18.43,0.0,-1
1950-08-31,18.42,0.0,-1
1950-09-01,18.55,0.0,1
1950-09-05,18.68,0.0,1
1950-09-06,18.54,0.0,-1
1950-09-07,18.59,0.0,1
1950-09-08,18.75,0.0,1
1950-09-11,18.61,0.0,-1
1950-09-12,18.87,0.0,1
1950-09-13,19.09,0.0,1
1950-09-14,19.18,0.0,1
1950-09-15,19.29,0.0,1
1950-09-18,19.37,0.0,1
1950-09-19,19.31,0.0,-1
1950-09-20,19.21,0.0,-1
1950-09-21,19.37,0.0,1
1950-09-22,19.44,0.0,1
1950-09-25,19.42,0.0,-1
1950-09-26,19.14,0.0,-1
1950-09-27,19.41,0.0,1
1950-09-28,19.42,0.0,1
1950-09-29,19.45,0.0,1
1950-10-02,19.69,0.0,1
1950-10-03,19.66,0.0,-1
1950-10-04,20,0.0,1
1950-10-05,19.89,0.0,-1
1950-10-06,20.12,0.0,1
1950-10-09,20,0.0,-1
1950-10-10,19.78,0.0,-1
1950-10-11,19.86,0.0,1
1950-10-13,19.85,0.0,-1
1950-10-16,19.71,0.0,-1
1950-10-17,19.89,0.0,1
1950-10-18,20.01,0.0,1
1950-10-19,20.02,0.0,1
1950-10-20,19.96,0.0,-1
1950-10-23,19.96,0.0,0
1950-10-24,20.08,0.0,1
1950-10-25,20.05,0.0,-1
1950-10-26,19.61,0.0,-1
1950-10-27,19.77,0.0,1
1950-10-30,19.61,0.0,-1
1950-10-31,19.53,0.0,-1
1950-11-01,19.56,0.0,1
1950-11-02,19.73,0.0,1
1950-11-03,19.85,0.0,1
1950-11-06,19.36,0.0,-1
1950-11-08,19.56,0.0,1
1950-11-09,19.79,0.0,1
1950-11-10,19.94,0.0,1
1950-11-13,20.01,0.0,1
1950-11-14,19.86,0.0,-1
1950-11-15,19.82,0.0,-1
1950-11-16,19.72,0.0,-1
1950-11-17,19.86,0.0,1
1950-11-20,19.93,0.0,1
1950-11-21,19.88,0.0,-1
1950-11-22,20.16,0.0,1
1950-11-24,20.32,0.0,1
1950-11-27,20.18,0.0,-1
1950-11-28,19.56,0.0,-1
1950-11-29,19.37,0.0,-1
1950-11-30,19.51,0.0,1
1950-12-01,19.66,0.0,1
1950-12-04,19,0.0,-1
1950-12-05,19.31,0.0,1
1950-12-06,19.45,0.0,1
1950-12-07,19.4,0.0,-1
1950-12-08,19.4,0.0,0
1950-12-11,19.72,0.0,1
1950-12-12,19.68,0.0,-1
1950-12-13,19.67,0.0,-1
1950-12-14,19.43,0.0,-1
1950-12-15,19.33,0.0,-1
1950-12-18,19.85,0.0,1
1950-12-19,19.96,0.0,1
1950-12-20,19.97,0.0,1
1950-12-21,19.98,0.0,1
1950-12-22,20.07,0.0,1
1950-12-26,19.92,0.0,-1
1950-12-27,20.3,0.0,1
1950-12-28,20.38,0.0,1
1950-12-29,20.43,0.0,1
1951-01-02,20.77,0.0,1
1951-01-03,20.69,0.0,-1
1951-01-04,20.87,0.0,1
1951-01-05,20.87,0.0,0
1951-01-08,21,0.0,1
1951-01-09,21.12,0.0,1
1951-01-10,20.85,0.0,-1
1951-01-11,21.19,0.0,1
1951-01-12,21.11,0.0,-1
1951-01-15,21.3,0.0,1
1951-01-16,21.46,0.0,1
1951-01-17,21.55,0.0,1
1951-01-18,21.4,0.0,-1
1951-01-19,21.36,0.0,-1
1951-01-22,21.18,0.0,-1
1951-01-23,21.26,0.0,1
1951-01-24,21.16,0.0,-1
1951-01-25,21.03,0.0,-1
1951-01-26,21.26,0.0,1
1951-01-29,21.67,0.0,1
1951-01-30,21.74,0.0,1
1951-01-31,21.66,0.0,-1
1951-02-01,21.77,0.0,1
1951-02-02,21.96,0.0,1
1951-02-05,22.2,0.0,1
1951-02-06,22.12,0.0,-1
1951-02-07,21.99,0.0,-1
1951-02-08,22.09,0.0,1
1951-02-09,22.17,0.0,1
1951-02-13,22.18,0.0,1
1951-02-14,22.12,0.0,-1
1951-02-15,22,0.0,-1
1951-02-16,22.13,0.0,1
1951-02-19,21.83,0.0,-1
1951-02-20,21.79,0.0,-1
1951-02-21,21.86,0.0,1
1951-02-23,21.92,0.0,1
1951-02-26,21.93,0.0,1
1951-02-27,21.76,0.0,-1
1951-02-28,21.8,0.0,1
1951-03-01,21.85,0.0,1
1951-03-02,21.93,0.0,1
1951-03-05,21.79,0.0,-1
1951-03-06,21.79,0.0,0
1951-03-07,21.86,0.0,1
1951-03-08,21.95,0.0,1
1951-03-09,21.95,0.0,0
1951-03-12,21.7,0.0,-1
1951-03-13,21.41,0.0,-1
1951-03-14,21.25,0.0,-1
1951-03-15,21.29,0.0,1
1951-03-16,21.64,0.0,1
1951-03-19,21.56,0.0,-1
1951-03-20,21.52,0.0,-1
1951-03-21,21.64,0.0,1
1951-03-22,21.73,0.0,1
1951-03-26,21.53,0.0,-1
1951-03-27,21.51,0.0,-1
1951-03-28,21.26,0.0,-1
1951-03-29,21.33,0.0,1
1951-03-30,21.48,0.0,1
1951-04-02,21.32,0.0,-1
1951-04-03,21.26,0.0,-1
1951-04-04,21.4,0.0,1
1951-04-05,21.69,0.0,1
1951-04-06,21.72,0.0,1
1951-04-09,21.68,0.0,-1
1951-04-10,21.65,0.0,-1
1951-04-11,21.64,0.0,-1
1951-04-12,21.83,0.0,1
1951-04-13,22.09,0.0,1
1951-04-16,22.04,0.0,-1
1951-04-17,22.09,0.0,1
1951-04-18,22.13,0.0,1
1951-04-19,22.04,0.0,-1
1951-04-20,22.04,0.0,0
1951-04-23,22.05,0.0,1
1951-04-24,21.96,0.0,-1
1951-04-25,21.97,0.0,1
1951-04-26,22.16,0.0,1
1951-04-27,22.39,0.0,1
1951-04-30,22.43,0.0,1
1951-05-01,22.53,0.0,1
1951-05-02,22.62,0.0,1
1951-05-03,22.81,0.0,1
1951-05-04,22.77,0.0,-1
1951-05-07,22.63,0.0,-1
1951-05-08,22.61,0.0,-1
1951-05-09,22.64,0.0,1
1951-05-10,22.51,0.0,-1
1951-05-11,22.33,0.0,-1
1951-05-14,22.18,0.0,-1
1951-05-15,21.76,0.0,-1
1951-05-16,21.69,0.0,-1
1951-05-17,21.91,0.0,1
1951-05-18,21.51,0.0,-1
1951-05-21,21.46,0.0,-1
1951-05-22,21.36,0.0,-1
1951-05-23,21.16,0.0,-1
1951-05-24,21.05,0.0,-1
1951-05-25,21.03,0.0,-1
1951-05-28,21.21,0.0,1
1951-05-29,21.35,0.0,1
1951-05-31,21.52,0.0,1
1951-06-01,21.48,0.0,-1
1951-06-04,21.24,0.0,-1
1951-06-05,21.33,0.0,1
1951-06-06,21.48,0.0,1
1951-06-07,21.56,0.0,1
1951-06-08,21.49,0.0,-1
1951-06-11,21.61,0.0,1
1951-06-12,21.52,0.0,-1
1951-06-13,21.55,0.0,1
1951-06-14,21.84,0.0,1
1951-06-15,22.04,0.0,1
1951-06-18,22.05,0.0,1
1951-06-19,22.02,0.0,-1
1951-06-20,21.91,0.0,-1
1951-06-21,21.78,0.0,-1
1951-06-22,21.55,0.0,-1
1951-06-25,21.29,0.0,-1
1951-06-26,21.3,0.0,1
1951-06-27,21.37,0.0,1
1951-06-28,21.1,0.0,-1
1951-06-29,20.96,0.0,-1
1951-07-02,21.1,0.0,1
1951-07-03,21.23,0.0,1
1951-07-05,21.64,0.0,1
1951-07-06,21.64,0.0,0
1951-07-09,21.73,0.0,1
1951-07-10,21.63,0.0,-1
1951-07-11,21.68,0.0,1
1951-07-12,21.8,0.0,1
1951-07-13,21.98,0.0,1
1951-07-16,21.73,0.0,-1
1951-07-17,21.92,0.0,1
1951-07-18,21.88,0.0,-1
1951-07-19,21.84,0.0,-1
1951-07-20,21.88,0.0,1
1951-07-23,22.1,0.0,1
1951-07-24,22.44,0.0,1
1951-07-25,22.32,0.0,-1
1951-07-26,22.47,0.0,1
1951-07-27,22.53,0.0,1
1951-07-30,22.63,0.0,1
1951-07-31,22.4,0.0,-1
1951-08-01,22.51,0.0,1
1951-08-02,22.82,0.0,1
1951-08-03,22.85,0.0,1
1951-08-06,23.01,0.0,1
1951-08-07,23.03,0.0,1
1951-08-08,22.93,0.0,-1
1951-08-09,22.84,0.0,-1
1951-08-10,22.79,0.0,-1
1951-08-13,22.8,0.0,1
1951-08-14,22.7,0.0,-1
1951-08-15,22.79,0.0,1
1951-08-16,22.87,0.0,1
1951-08-17,22.94,0.0,1
1951-08-20,22.93,0.0,-1
1951-08-21,22.83,0.0,-1
1951-08-22,22.75,0.0,-1
1951-08-23,22.9,0.0,1
1951-08-24,22.88,0.0,-1
1951-08-27,22.85,0.0,-1
1951-08-28,22.9,0.0,1
1951-08-29,23.08,0.0,1
1951-08-30,23.24,0.0,1
1951-08-31,23.28,0.0,1
1951-09-04,23.28,0.0,0
1951-09-05,23.42,0.0,1
1951-09-06,23.47,0.0,1
1951-09-07,23.53,0.0,1
1951-09-10,23.62,0.0,1
1951-09-11,23.5,0.0,-1
1951-09-12,23.6,0.0,1
1951-09-13,23.71,0.0,1
1951-09-14,23.69,0.0,-1
1951-09-17,23.62,0.0,-1
1951-09-18,23.59,0.0,-1
1951-09-19,23.59,0.0,0
1951-09-20,23.57,0.0,-1
1951-09-21,23.4,0.0,-1
1951-09-24,23.3,0.0,-1
1951-09-25,23.38,0.0,1
1951-09-26,23.4,0.0,1
1951-09-27,23.27,0.0,-1
1951-09-28,23.26,0.0,-1
1951-10-01,23.47,0.0,1
1951-10-02,23.64,0.0,1
1951-10-03,23.79,0.0,1
1951-10-04,23.72,0.0,-1
1951-10-05,23.78,0.0,1
1951-10-08,23.75,0.0,-1
1951-10-09,23.65,0.0,-1
1951-10-10,23.61,0.0,-1
1951-10-11,23.7,0.0,1
1951-10-15,23.85,0.0,1
1951-10-16,23.77,0.0,-1
1951-10-17,23.69,0.0,-1
1951-10-18,23.67,0.0,-1
1951-10-19,23.32,0.0,-1
1951-10-22,22.75,0.0,-1
1951-10-23,22.84,0.0,1
1951-10-24,23.03,0.0,1
1951-10-25,22.96,0.0,-1
1951-10-26,22.81,0.0,-1
1951-10-29,22.69,0.0,-1
1951-10-30,22.66,0.0,-1
1951-10-31,22.94,0.0,1
1951-11-01,23.1,0.0,1
1951-11-02,22.93,0.0,-1
1951-11-05,22.82,0.0,-1
1951-11-07,22.49,0.0,-1
1951-11-08,22.47,0.0,-1
1951-11-09,22.75,0.0,1
1951-11-13,22.79,0.0,1
1951-11-14,22.85,0.0,1
1951-11-15,22.84,0.0,-1
1951-11-16,22.82,0.0,-1
1951-11-19,22.73,0.0,-1
1951-11-20,22.68,0.0,-1
1951-11-21,22.64,0.0,-1
1951-11-23,22.4,0.0,-1
1951-11-26,22.43,0.0,1
1951-11-27,22.66,0.0,1
1951-11-28,22.61,0.0,-1
1951-11-29,22.67,0.0,1
1951-11-30,22.88,0.0,1
1951-12-03,23.01,0.0,1
1951-12-04,23.14,0.0,1
1951-12-05,23.07,0.0,-1
1951-12-06,23.34,0.0,1
1951-12-07,23.38,0.0,1
1951-12-10,23.42,0.0,1
1951-12-11,23.3,0.0,-1
1951-12-12,23.37,0.0,1
1951-12-13,23.39,0.0,1
1951-12-14,23.37,0.0,-1
1951-12-17,23.41,0.0,1
1951-12-18,23.49,0.0,1
1951-12-19,23.57,0.0,1
1951-12-20,23.57,0.0,0
1951-12-21,23.51,0.0,-1
1951-12-24,23.54,0.0,1
1951-12-26,23.44,0.0,-1
1951-12-27,23.65,0.0,1
1951-12-28,23.69,0.0,1
1951-12-31,23.77,0.0,1
1952-01-02,23.8,0.0,1
1952-01-03,23.88,0.0,1
1952-01-04,23.92,0.0,1
1952-01-07,23.91,0.0,-1
1952-01-08,23.82,0.0,-1
1952-01-09,23.74,0.0,-1
1952-01-10,23.86,0.0,1
1952-01-11,23.98,0.0,1
1952-01-14,24.16,0.0,1
1952-01-15,24.06,0.0,-1
1952-01-16,24.09,0.0,1
1952-01-17,24.2,0.0,1
1952-01-18,24.25,0.0,1
1952-01-21,24.46,0.0,1
1952-01-22,24.66,0.0,1
1952-01-23,24.54,0.0,-1
1952-01-24,24.56,0.0,1
1952-01-25,24.55,0.0,-1
1952-01-28,24.61,0.0,1
1952-01-29,24.57,0.0,-1
1952-01-30,24.23,0.0,-1
1952-01-31,24.14,0.0,-1
1952-02-01,24.3,0.0,1
1952-02-04,24.12,0.0,-1
1952-02-05,24.11,0.0,-1
1952-02-06,24.18,0.0,1
1952-02-07,24.11,0.0,-1
1952-02-08,24.24,0.0,1
1952-02-11,24.11,0.0,-1
1952-02-13,23.92,0.0,-1
1952-02-14,23.87,0.0,-1
1952-02-15,23.86,0.0,-1
1952-02-18,23.74,0.0,-1
1952-02-19,23.36,0.0,-1
1952-02-20,23.09,0.0,-1
1952-02-21,23.16,0.0,1
1952-02-25,23.23,0.0,1
1952-02-26,23.15,0.0,-1
1952-02-27,23.18,0.0,1
1952-02-28,23.29,0.0,1
1952-02-29,23.26,0.0,-1
1952-03-03,23.29,0.0,1
1952-03-04,23.68,0.0,1
1952-03-05,23.71,0.0,1
1952-03-06,23.69,0.0,-1
1952-03-07,23.72,0.0,1
1952-03-10,23.6,0.0,-1
1952-03-11,23.62,0.0,1
1952-03-12,23.73,0.0,1
1952-03-13,23.75,0.0,1
1952-03-14,23.75,0.0,0
1952-03-17,23.92,0.0,1
1952-03-18,23.87,0.0,-1
1952-03-19,23.82,0.0,-1
1952-03-20,23.89,0.0,1
1952-03-21,23.93,0.0,1
1952-03-24,23.93,0.0,0
1952-03-25,23.79,0.0,-1
1952-03-26,23.78,0.0,-1
1952-03-27,23.99,0.0,1
1952-03-28,24.18,0.0,1
1952-03-31,24.37,0.0,1
1952-04-01,24.18,0.0,-1
1952-04-02,24.12,0.0,-1
1952-04-03,24.12,0.0,0
1952-04-04,24.02,0.0,-1
1952-04-07,23.8,0.0,-1
1952-04-08,23.91,0.0,1
1952-04-09,23.94,0.0,1
1952-04-10,24.11,0.0,1
1952-04-14,23.95,0.0,-1
1952-04-15,23.65,0.0,-1
1952-04-16,23.58,0.0,-1
1952-04-17,23.41,0.0,-1
1952-04-18,23.5,0.0,1
1952-04-21,23.69,0.0,1
1952-04-22,23.58,0.0,-1
1952-04-23,23.48,0.0,-1
1952-04-24,23.43,0.0,-1
1952-04-25,23.54,0.0,1
1952-04-28,23.55,0.0,1
1952-04-29,23.49,0.0,-1
1952-04-30,23.32,0.0,-1
1952-05-01,23.17,0.0,-1
1952-05-02,23.56,0.0,1
1952-05-05,23.66,0.0,1
1952-05-06,23.67,0.0,1
1952-05-07,23.81,0.0,1
1952-05-08,23.86,0.0,1
1952-05-09,23.84,0.0,-1
1952-05-12,23.75,0.0,-1
1952-05-13,23.78,0.0,1
1952-05-14,23.68,0.0,-1
1952-05-15,23.6,0.0,-1
1952-05-16,23.56,0.0,-1
1952-05-19,23.61,0.0,1
1952-05-20,23.74,0.0,1
1952-05-21,23.78,0.0,1
1952-05-22,23.91,0.0,1
1952-05-23,23.89,0.0,-1
1952-05-26,23.94,0.0,1
1952-05-27,23.88,0.0,-1
1952-05-28,23.84,0.0,-1
1952-05-29,23.86,0.0,1
1952-06-02,23.8,0.0,-1
1952-06-03,23.78,0.0,-1
1952-06-04,23.95,0.0,1
1952-06-05,24.1,0.0,1
1952-06-06,24.26,0.0,1
1952-06-09,24.37,0.0,1
1952-06-10,24.23,0.0,-1
1952-06-11,24.31,0.0,1
1952-06-12,24.31,0.0,0
1952-06-13,24.37,0.0,1
1952-06-16,24.3,0.0,-1
1952-06-17,24.33,0.0,1
1952-06-18,24.43,0.0,1
1952-06-19,24.51,0.0,1
1952-06-20,24.59,0.0,1
1952-06-23,24.56,0.0,-1
1952-06-24,24.6,0.0,1
1952-06-25,24.66,0.0,1
1952-06-26,24.75,0.0,1
1952-06-27,24.83,0.0,1
1952-06-30,24.96,0.0,1
1952-07-01,25.12,0.0,1
1952-07-02,25.06,0.0,-1
1952-07-03,25.05,0.0,-1
1952-07-07,24.97,0.0,-1
1952-07-08,24.96,0.0,-1
1952-07-09,24.86,0.0,-1
1952-07-10,24.81,0.0,-1
1952-07-11,24.98,0.0,1
1952-07-14,25.03,0.0,1
1952-07-15,25.16,0.0,1
1952-07-16,25.16,0.0,0
1952-07-17,25.05,0.0,-1
1952-07-18,24.85,0.0,-1
1952-07-21,24.95,0.0,1
1952-07-22,25,0.0,1
1952-07-23,25.11,0.0,1
1952-07-24,25.24,0.0,1
1952-07-25,25.16,0.0,-1
1952-07-28,25.2,0.0,1
1952-07-29,25.26,0.0,1
1952-07-30,25.37,0.0,1
1952-07-31,25.4,0.0,1
1952-08-01,25.45,0.0,1
1952-08-04,25.43,0.0,-1
1952-08-05,25.46,0.0,1
1952-08-06,25.44,0.0,-1
1952-08-07,25.52,0.0,1
1952-08-08,25.55,0.0,1
1952-08-11,25.52,0.0,-1
1952-08-12,25.31,0.0,-1
1952-08-13,25.28,0.0,-1
1952-08-14,25.28,0.0,0
1952-08-15,25.2,0.0,-1
1952-08-18,24.94,0.0,-1
1952-08-19,24.89,0.0,-1
1952-08-20,24.95,0.0,1
1952-08-21,24.98,0.0,1
1952-08-22,24.99,0.0,1
1952-08-25,24.87,0.0,-1
1952-08-26,24.83,0.0,-1
1952-08-27,24.94,0.0,1
1952-08-28,24.97,0.0,1
1952-08-29,25.03,0.0,1
1952-09-02,25.15,0.0,1
1952-09-03,25.25,0.0,1
1952-09-04,25.24,0.0,-1
1952-09-05,25.21,0.0,-1
1952-09-08,25.11,0.0,-1
1952-09-09,24.86,0.0,-1
1952-09-10,24.69,0.0,-1
1952-09-11,24.72,0.0,1
1952-09-12,24.71,0.0,-1
1952-09-15,24.45,0.0,-1
1952-09-16,24.53,0.0,1
1952-09-17,24.58,0.0,1
1952-09-18,24.51,0.0,-1
1952-09-19,24.57,0.0,1
1952-09-22,24.59,0.0,1
1952-09-23,24.7,0.0,1
1952-09-24,24.79,0.0,1
1952-09-25,24.81,0.0,1
1952-09-26,24.73,0.0,-1
1952-09-29,24.68,0.0,-1
1952-09-30,24.54,0.0,-1
1952-10-01,24.48,0.0,-1
1952-10-02,24.52,0.0,1
1952-10-03,24.5,0.0,-1
1952-10-06,24.44,0.0,-1
1952-10-07,24.4,0.0,-1
1952-10-08,24.58,0.0,1
1952-10-09,24.57,0.0,-1
1952-10-10,24.55,0.0,-1
1952-10-14,24.48,0.0,-1
1952-10-15,24.06,0.0,-1
1952-10-16,23.91,0.0,-1
1952-10-17,24.2,0.0,1
1952-10-20,24.13,0.0,-1
1952-10-21,24.07,0.0,-1
1952-10-22,23.8,0.0,-1
1952-10-23,23.87,0.0,1
1952-10-24,24.03,0.0,1
1952-10-27,24.09,0.0,1
1952-10-28,24.13,0.0,1
1952-10-29,24.15,0.0,1
1952-10-30,24.15,0.0,0
1952-10-31,24.52,0.0,1
1952-11-03,24.6,0.0,1
1952-11-05,24.67,0.0,1
1952-11-06,24.77,0.0,1
1952-11-07,24.78,0.0,1
1952-11-10,24.77,0.0,-1
1952-11-12,24.65,0.0,-1
1952-11-13,24.71,0.0,1
1952-11-14,24.75,0.0,1
1952-11-17,24.8,0.0,1
1952-11-18,25.16,0.0,1
1952-11-19,25.33,0.0,1
1952-11-20,25.28,0.0,-1
1952-11-21,25.27,0.0,-1
1952-11-24,25.42,0.0,1
1952-11-25,25.36,0.0,-1
1952-11-26,25.52,0.0,1
1952-11-28,25.66,0.0,1
1952-12-01,25.68,0.0,1
1952-12-02,25.74,0.0,1
1952-12-03,25.71,0.0,-1
1952-12-04,25.61,0.0,-1
1952-12-05,25.62,0.0,1
1952-12-08,25.76,0.0,1
1952-12-09,25.93,0.0,1
1952-12-10,25.98,0.0,1
1952-12-11,25.96,0.0,-1
1952-12-12,26.04,0.0,1
1952-12-15,26.04,0.0,0
1952-12-16,26.07,0.0,1
1952-12-17,26.04,0.0,-1
1952-12-18,26.03,0.0,-1
1952-12-19,26.15,0.0,1
1952-12-22,26.3,0.0,1
1952-12-23,26.19,0.0,-1
1952-12-24,26.21,0.0,1
1952-12-26,26.25,0.0,1
1952-12-29,26.4,0.0,1
1952-12-30,26.59,0.0,1
1952-12-31,26.57,0.0,-1
1953-01-02,26.54,0.0,-1
1953-01-05,26.66,0.0,1
1953-01-06,26.48,0.0,-1
1953-01-07,26.37,0.0,-1
1953-01-08,26.33,0.0,-1
1953-01-09,26.08,0.0,-1
1953-01-12,25.86,0.0,-1
1953-01-13,26.02,0.0,1
1953-01-14,26.08,0.0,1
1953-01-15,26.13,0.0,1
1953-01-16,26.02,0.0,-1
1953-01-19,26.01,0.0,-1
1953-01-20,26.14,0.0,1
1953-01-21,26.09,0.0,-1
1953-01-22,26.12,0.0,1
1953-01-23,26.07,0.0,-1
1953-01-26,26.02,0.0,-1
1953-01-27,26.05,0.0,1
1953-01-28,26.13,0.0,1
1953-01-29,26.2,0.0,1
1953-01-30,26.38,0.0,1
1953-02-02,26.51,0.0,1
1953-02-03,26.54,0.0,1
1953-02-04,26.42,0.0,-1
1953-02-05,26.15,0.0,-1
1953-02-06,26.51,0.0,1
1953-02-09,25.69,0.0,-1
1953-02-10,25.62,0.0,-1
1953-02-11,25.64,0.0,1
1953-02-13,25.74,0.0,1
1953-02-16,25.65,0.0,-1
1953-02-17,25.5,0.0,-1
1953-02-18,25.48,0.0,-1
1953-02-19,25.57,0.0,1
1953-02-20,25.63,0.0,1
1953-02-24,25.75,0.0,1
1953-02-25,25.91,0.0,1
1953-02-26,25.95,0.0,1
1953-02-27,25.9,0.0,-1
1953-03-02,25.93,0.0,1
1953-03-03,26,0.0,1
1953-03-04,25.78,0.0,-1
1953-03-05,25.79,0.0,1
1953-03-06,25.84,0.0,1
1953-03-09,25.83,0.0,-1
1953-03-10,25.91,0.0,1
1953-03-11,26.12,0.0,1
1953-03-12,26.13,0.0,1
1953-03-13,26.18,0.0,1
1953-03-16,26.22,0.0,1
1953-03-17,26.33,0.0,1
1953-03-18,26.24,0.0,-1
1953-03-19,26.22,0.0,-1
1953-03-20,26.18,0.0,-1
1953-03-23,26.02,0.0,-1
